Calibration values (ps) from cell 0 to 1024 :

00855.881	00856.889	00857.881	00858.870	00859.870	00860.869	00861.873	00862.878	cell = 856 to 863
00863.874	00864.869	00865.873	00866.877	00867.875	00868.858	00869.849	00870.861	cell = 864 to 871
00871.877	00872.884	00873.888	00874.899	00875.921	00876.959	00877.979	00878.976	cell = 872 to 879
00879.969	00880.965	00881.974	00882.996	00884.000	00884.983	00885.966	00886.953	cell = 880 to 887
00887.959	00888.962	00889.942	00890.919	00891.906	00892.898	00893.892	00894.883	cell = 888 to 895
00895.880	00896.876	00897.861	00898.856	00899.848	00900.831	00901.802	00902.776	cell = 896 to 903
00903.763	00904.778	00905.789	00906.791	00907.789	00908.808	00909.833	00910.851	cell = 904 to 911
00911.849	00912.851	00913.853	00914.832	00915.797	00916.777	00917.777	00918.773	cell = 912 to 919
00919.759	00920.736	00921.734	00922.736	00923.739	00924.740	00925.759	00926.769	cell = 920 to 927
00927.776	00928.782	00929.778	00930.772	00931.761	00932.741	00933.717	00934.706	cell = 928 to 935
00935.721	00936.730	00937.730	00938.733	00939.747	00940.779	00941.802	00942.828	cell = 936 to 943
00943.859	00944.860	00945.849	00946.854	00947.846	00948.830	00949.822	00950.817	cell = 944 to 951
00951.811	00952.809	00953.808	00954.797	00955.774	00956.760	00957.769	00958.799	cell = 952 to 959
00959.807	00960.802	00961.783	00962.763	00963.753	00964.749	00965.737	00966.727	cell = 960 to 967
00967.738	00968.750	00969.765	00970.782	00971.805	00972.814	00973.827	00974.867	cell = 968 to 975
00975.913	00976.934	00977.934	00978.937	00979.951	00980.957	00981.940	00982.917	cell = 976 to 983
00983.883	00984.855	00985.840	00986.829	00987.816	00988.791	00989.774	00990.776	cell = 984 to 991
00991.804	00992.833	00993.854	00994.844	00995.836	00996.841	00997.852	00998.846	cell = 992 to 999
00999.831	01000.828	01001.858	01002.899	01003.940	01004.978	01006.005	01007.029	cell = 1000 to 1007
01008.063	01009.101	01010.106	01011.088	01012.066	01013.044	01014.035	01015.037	cell = 1008 to 1015
01016.018	01017.003	01018.001	01019.029	01020.046	01021.028	01022.008	01022.998	cell = 1016 to 1023
