Calibration values (ps) from cell 0 to 1024 :

00088.055	00088.255	00088.455	00088.655	00088.854	00089.054	00089.254	00089.454	cell = 440 to 447
00089.654	00089.853	00090.053	00090.253	00090.453	00090.652	00090.853	00091.053	cell = 448 to 455
00091.253	00091.453	00091.653	00091.854	00092.054	00092.255	00092.455	00092.656	cell = 456 to 463
00092.856	00093.057	00093.258	00093.459	00093.660	00093.861	00094.062	00094.264	cell = 464 to 471
00094.465	00094.667	00094.869	00095.071	00095.273	00095.475	00095.677	00095.879	cell = 472 to 479
00096.081	00096.283	00096.485	00096.687	00096.889	00097.091	00097.294	00097.496	cell = 480 to 487
00097.699	00097.902	00098.104	00098.306	00098.508	00098.710	00098.911	00099.113	cell = 488 to 495
00099.314	00099.516	00099.717	00099.918	00100.118	00100.317	00100.517	00100.716	cell = 496 to 503
00100.914	00101.112	00101.311	00101.509	00101.708	00101.906	00102.105	00102.303	cell = 504 to 511
00102.501	00102.699	00102.897	00103.095	00103.294	00103.492	00103.691	00103.890	cell = 512 to 519
00104.089	00104.288	00104.487	00104.686	00104.885	00105.085	00105.284	00105.484	cell = 520 to 527
00105.683	00105.882	00106.082	00106.281	00106.480	00106.679	00106.878	00107.078	cell = 528 to 535
00107.277	00107.477	00107.676	00107.876	00108.076	00108.275	00108.475	00108.675	cell = 536 to 543
00108.875	00109.074	00109.274	00109.473	00109.673	00109.872	00110.072	00110.271	cell = 544 to 551
00110.471	00110.671	00110.870	00111.070	00111.270	00111.469	00111.669	00111.869	cell = 552 to 559
00112.068	00112.268	00112.467	00112.666	00112.865	00113.065	00113.264	00113.463	cell = 560 to 567
00113.662	00113.861	00114.060	00114.259	00114.458	00114.656	00114.855	00115.053	cell = 568 to 575
00115.252	00115.451	00115.650	00115.849	00116.048	00116.247	00116.446	00116.645	cell = 576 to 583
00116.844	00117.043	00117.242	00117.441	00117.640	00117.839	00118.039	00118.238	cell = 584 to 591
00118.438	00118.638	00118.838	00119.038	00119.238	00119.437	00119.638	00119.838	cell = 592 to 599
00120.038	00120.239	00120.440	00120.641	00120.842	00121.044	00121.245	00121.446	cell = 600 to 607
00121.648	00121.849	00122.050	00122.252	00122.453	00122.654	00122.855	00123.057	cell = 608 to 615
00123.258	00123.459	00123.659	00123.860	00124.061	00124.261	00124.462	00124.663	cell = 616 to 623
00124.864	00125.064	00125.265	00125.466	00125.667	00125.868	00126.069	00126.270	cell = 624 to 631
00126.471	00126.672	00126.873	00127.073	00127.274	00127.475	00127.676	00127.877	cell = 632 to 639
00128.077	00128.278	00128.478	00128.679	00128.880	00129.081	00129.281	00129.482	cell = 640 to 647
